Rank	Rank Rep1	Rank Rep2	Rank Rep3	id	Lead gene name	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Q-value	Ratio H/L count M1_F1	Ratio H/L count M1_F2	Ratio H/L count M1_F3	Ratio H/L count M2_F1	Ratio H/L count M2_F2	Ratio H/L count M2_F3	Ratio H/L count M3_F1	Ratio H/L count M3_F2	Ratio H/L count M3_F3	Min Ratio count	LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3	Delta 1_1	Delta 1_2	Delta 1_3	Delta 2_1	Delta 2_2	Delta 2_3	Delta 3_1	Delta 3_2	Delta 3_3	Abs Dist 1	Abs Dist 2	Abs Dist 3	Abs Dist total	Median abs dist replicates	Max dist	Rob sum abs dist (minus max dist)	Chosen Distance	Total Ratio count	Percentile	Sum lower two reps			LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3				Add abundance filter	id	Gene names	Delta F3	Passes filter?	Correlation 1 vs 2	Correlation 1 vs 3	Correlation 2 vs 3	Min correl	Correlation with query	distance correl	Rank propduct three neighbourhoods	Rank three neigbourhoods	Rand
1080	2036	606	1221	6362	ATP13A3	Q9H7F0;Q9H7F0-2	Q9H7F0;Q9H7F0-2	Probable cation-transporting ATPase 13A3	ATP13A3	sp|Q9H7F0|AT133_HUMAN Probable cation-transporting ATPase 13A3 OS=Homo sapiens OX=9606 GN=ATP13A3 PE=1 SV=4;sp|Q9H7F0-2|AT133_HUMAN Isoform 2 of Probable cation-transporting ATPase 13A3 OS=Homo sapiens OX=9606 GN=ATP13A3	0	6	14	11	5	5	10	6	8	11	5	0.87540267	0.187762482	0.314011118	0.340746641	-0.184084773	-0.511201625	1.439898082	0.027973004	-0.459861237	0.518685615	0.315635626	1.700243904	0.130476532	0.585736001	0.835431183	0.844021204	0.432707574	1.039773205	2.534565145	1.551643715	2.316501983	6.402710844	2.316501983	1.700243904	4.702466939	6.402710844	76	0.60	3.868145699																6362	ATP13A3	0.589	1	0.845273875	0.911809071	0.990133355	0.845273875	0.558290336	0.441709664	1506489337	1188	0.723038225
868	1402	739	856	1048	ATP1A1	P05023-4;P05023;P05023-3;P05023-2	P05023-4;P05023;P05023-3;P05023-2	Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	sp|P05023-4|AT1A1_HUMAN Isoform 4 of Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1;sp|P05023|AT1A1_HUMAN Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens OX=9606 GN=ATP1A1 PE=1 SV=1;sp|P05023-3|A	0	75	90	82	63	76	88	69	89	86	63	0.760254798	-0.043810236	-0.053268095	0.330052988	-0.336959017	-0.54273379	0.428445335	-0.281815183	-0.400222621	0.403537742	0.547208345	1.332964691	0.141170185	0.738610245	0.803899019	0.167431544	0.742495761	1.099411821	2.283710778	1.683679449	2.009339126	5.976729353	2.009339126	1.332964691	4.643764662	5.976729353	718	0.99	3.693018575																1048	ATP1A1	0.062	1	0.976475712	0.992523453	0.995493248	0.976475712	0.541474524	0.458525476	886882768.3	995	0.305504651
807	1438	713	765	1300	ATP1A3	P13637;P13637-2;P13637-3;P20648	P13637;P13637-2;P13637-3	Sodium/potassium-transporting ATPase subunit alpha-3	ATP1A3	sp|P13637|AT1A3_HUMAN Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3 PE=1 SV=3;sp|P13637-2|AT1A3_HUMAN Isoform 2 of Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens OX=9606 GN=ATP1A3;sp|P13637-3|A	0	32	32	25	21	22	26	20	26	20	20	0.739676716	-0.074936061	-0.047898976	0.455858392	-0.365609329	-0.479515764	0.514696961	-0.170271644	-0.306246473	0.382959661	0.57833417	1.33833381	0.015364781	0.767260557	0.867117045	0.081179917	0.630952222	1.193387969	2.299627641	1.649742382	1.905520108	5.854890132	1.905520108	1.33833381	4.516556322	5.854890132	224	0.91	3.555262491																1300	ATP1A3	0.402	1	0.990068824	0.983054266	0.999062417	0.983054266	0.531551013	0.468448987	784349910.9	948	0.89768026
476	1425	134	706	1049	ATP1B1	P05026-2;P05026	P05026-2;P05026	Sodium/potassium-transporting ATPase subunit beta-1	ATP1B1	sp|P05026-2|AT1B1_HUMAN Isoform 2 of Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1;sp|P05026|AT1B1_HUMAN Sodium/potassium-transporting ATPase subunit beta-1 OS=Homo sapiens OX=9606 GN=ATP1B1 PE=1 SV=1	0	2	3	8	5	4	7	4	7	5	2	1.044462367	0.014749703	-0.269712147	0.464177587	-0.239444344	-0.90101865	0.324154667	-0.281892678	-0.672978815	0.687745312	0.488648406	1.116520639	0.007045586	0.641095572	0.445614159	0.271722211	0.742573257	0.826655627	2.292914357	1.093755316	1.840951095	5.227620768	1.840951095	1.116520639	4.111100129	5.227620768	45	0.37	2.934706411																1049	ATP1B1	0.747	1	0.955741151	0.981513695	0.994382226	0.955741151	0.684583293	0.315416707	134810700.6	441	0.603361868
1029	1558	1021	895	2254	ATP1B3	P54709;P54709-2	P54709;P54709-2	Sodium/potassium-transporting ATPase subunit beta-3	ATP1B3	sp|P54709|AT1B3_HUMAN Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1;sp|P54709-2|AT1B3_HUMAN Isoform 2 of Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3	0	14	10	17	19	18	19	14	18	17	10	0.79695093	0.025993895	0.044526795	0.246640902	-0.379871349	-0.437964689	0.427295044	-0.193700632	-0.282325978	0.440233875	0.477404214	1.430759581	0.224582271	0.781522576	0.908668119	0.168581835	0.654381211	1.217308464	2.34839767	1.914772967	2.04027151	6.303442147	2.04027151	1.430759581	4.872682566	6.303442147	146	0.82	3.955044477																2254	ATP1B3	0.171	1	0.995234818	0.990776627	0.999268137	0.990776627	0.462208274	0.537791726	1423692611	1165	0.818377899
2450	595	3061	2456	1389	ATP2A2	P16615;P16615-5;P16615-2;P16615-3;P16615-4	P16615;P16615-5;P16615-2;P16615-3;P16615-4	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	ATP2A2	sp|P16615|AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;sp|P16615-5|AT2A2_HUMAN Isoform 5 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2;sp|P16615-2|AT2	0	15	11	11	22	6	7	10	9	9	6	-0.075496101	0.375732908	-0.041900536	-0.861658516	0.171260931	0.448027926	-0.574063481	-0.229050274	-0.419964718	0.432213157	0.1276652	1.34433225	1.332881689	0.230390297	1.794660734	1.169940359	0.689730853	1.079669724	1.904210608	3.35793272	2.939340935	8.201484263	2.939340935	1.794660734	6.406823529	8.201484263	100	0.71	4.843551543																1389	ATP2A2	-0.193	1	0.378915629	0.922920834	0.705990695	0.378915629	-0.223130697	1.223130697	4473100520	1779	0.148722373
2680	1387	3099	2412	5185	ATP2A3	Q93084-4;Q93084-2;Q93084-3;Q93084-7;Q93084;Q93084-6;Q93084-5	Q93084-4;Q93084-2;Q93084-3;Q93084-7;Q93084;Q93084-6;Q93084-5	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3	ATP2A3	sp|Q93084-4|AT2A3_HUMAN Isoform SERCA3G of Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2A3;sp|Q93084-2|AT2A3_HUMAN Isoform SERCA3A of Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 OS=Homo sapiens OX=9606 GN=ATP2A	0	7	5	7	10	7	3	10	8	7	3	-0.095429425	-0.208152595	-0.272840447	-0.443011273	-0.480055279	0.314038666	-0.499146331	-0.10249249	-0.244596002	0.45214648	0.711550703	1.11339234	0.914234446	0.881706507	1.660671474	1.095023209	0.563173068	1.25503844	2.277089523	3.456612427	2.913234717	8.646936667	2.913234717	1.660671474	6.986265193	8.646936667	64	0.53	5.19032424																5185	ATP2A3	-0.128	1	-0.751801524	-0.745243058	0.120598646	-0.751801524	-0.466136509	1.466136509	10367530957	2425	0.807056073
670	1535	575	615	1468	ATP2B1	P20020-6;P20020;P20020-4;P20020-1;P20020-5;P20020-2	P20020-6;P20020;P20020-4;P20020-1;P20020-5;P20020-2	Plasma membrane calcium-transporting ATPase 1	ATP2B1	sp|P20020-6|AT2B1_HUMAN Isoform K of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1;sp|P20020|AT2B1_HUMAN Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4;sp|P20020-4|AT2B1_HUMAN Iso	0	18	25	23	19	23	24	12	25	20	12	0.898984311	0.09457556	0.001015452	0.468831217	-0.326692008	-0.561397681	0.535984598	-0.208079072	-0.489495635	0.542267256	0.408822548	1.387248239	0.002391956	0.728343236	0.785235127	0.05989228	0.66875965	1.010138807	2.338338043	1.515970319	1.738790737	5.593099098	1.738790737	1.387248239	4.20585086	5.593099098	189	0.88	3.254761056																1468	ATP2B1	0.693	1	0.992299413	0.984920365	0.998765111	0.984920365	0.592702922	0.407297078	542814375.1	834	0.051265603
546	1488	418	511	1553	ATP2B4	P23634-6;P23634;P23634-7;P23634-8;P23634-4;P23634-2;P23634-5;P23634-3;Q01814-4;Q01814-7;Q01814-3;Q01814-2	P23634-6;P23634;P23634-7;P23634-8;P23634-4;P23634-2;P23634-5;P23634-3	Plasma membrane calcium-transporting ATPase 4	ATP2B4	sp|P23634-6|AT2B4_HUMAN Isoform XB of Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4;sp|P23634|AT2B4_HUMAN Plasma membrane calcium-transporting ATPase 4 OS=Homo sapiens OX=9606 GN=ATP2B4 PE=1 SV=2;sp|P23634-7|AT2B4_HUMAN Is	0	74	68	86	70	89	97	73	91	78	68	0.990907528	0.175371519	-0.028048031	0.46153649	-0.323390814	-0.688810129	0.591775689	-0.125724296	-0.436146679	0.634190472	0.32802659	1.358184756	0.009686683	0.725042042	0.657822679	0.00410119	0.586404874	1.063487763	2.320401818	1.392551405	1.653993827	5.36694705	1.653993827	1.358184756	4.008762294	5.36694705	726	0.99	3.046545232																1553	ATP2B4	0.173	1	0.992030697	0.994057685	0.999851024	0.992030697	0.627512227	0.372487773	317833824.9	669	0.914465285
24	38	84	20	2613	ATP2C1	P98194;P98194-2;P98194-5;P98194-9;P98194-6;P98194-7;P98194-8	P98194;P98194-2;P98194-5;P98194-9;P98194-6;P98194-7;P98194-8	Calcium-transporting ATPase type 2C member 1	ATP2C1	sp|P98194|AT2C1_HUMAN Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1 PE=1 SV=3;sp|P98194-2|AT2C1_HUMAN Isoform 2 of Calcium-transporting ATPase type 2C member 1 OS=Homo sapiens OX=9606 GN=ATP2C1;sp|P98194-5|AT2C1_HUMAN Isofo	0	7	9	9	10	10	9	8	4	11	4	0.457367673	-0.045631629	-1.285883057	0.121268678	0.256517917	-0.852745243	0.288490586	0.587205029	-1.254641628	0.100650618	0.549029738	0.100349729	0.349954495	0.145133311	0.493887565	0.307386292	0.12652445	0.244992814	0.750030085	0.988975371	0.678903557	2.417909013	0.750030085	0.549029738	1.868879275	2.417909013	77	0.61	1.428933642																2613	ATP2C1	0.076	1	0.922576693	0.906537932	0.999212149	0.906537932	0.951598502	0.048401498	63840.55941	27	0.55941446
3345	3338	3346	3345	1588	ATP5A1	P25705;P25705-2;P25705-3	P25705;P25705-2;P25705-3	"ATP synthase subunit alpha, mitochondrial"	ATP5A1	"sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1;sp|P25705-2|ATPA_HUMAN Isoform 2 of ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A;sp|P25705-3|ATPA_HUMAN Isoform 3 of"	0	25	25	24	32	16	16	22	23	17	16	-1.292592244	0.096572466	2.234635129	-1.936192867	0.085399574	2.496075013	-1.895553945	-0.421497917	1.76872389	1.6493093	0.406825643	3.620867915	2.40741604	0.316251654	3.842707822	2.491430824	0.882178495	3.268358332	5.677002858	6.566375515	6.641967651	18.88534602	6.566375515	3.842707822	15.0426382	18.88534602	200	0.89	12.24337837																1588	ATP5A1	-0.251	1	0.997456729	0.999953835	0.998095544	0.997456729	-0.896288186	1.896288186	37360131060	3346	0.178416046
3344	3335	3344	3348	1082	ATP5B	P06576	P06576	"ATP synthase subunit beta, mitochondrial"	ATP5B	"sp|P06576|ATPB_HUMAN ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"	0	30	26	25	40	20	16	36	23	14	14	-1.215228714	0.141621185	2.172091214	-2.013291979	0.157123873	2.08237453	-2.076844128	-0.331441107	1.801973669	1.571945769	0.361776923	3.558324	2.484515152	0.244527355	3.429007338	2.672721006	0.792121686	3.301608111	5.492046693	6.158049845	6.766450803	18.41654734	6.158049845	3.558324	14.85822334	18.41654734	230	0.92	11.65009654																1082	ATP5B	-0.278	1	0.988940711	0.998397287	0.995749226	0.988940711	-0.879546894	1.879546894	37337699520	3345	0.31456871
3339	3330	3332	3336	1821	ATP5C1	P36542;P36542-2	P36542;P36542-2	"ATP synthase subunit gamma, mitochondrial"	ATP5C1	"sp|P36542|ATPG_HUMAN ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1;sp|P36542-2|ATPG_HUMAN Isoform Heart of ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C"	0	10	5	3	6	6	3	6	6	2	2	-1.282588295	-0.046239272	1.622271038	-1.993280321	0.128833514	1.399521658	-1.742785317	-0.357991298	1.371481714	1.639305351	0.549637381	3.008503825	2.464503494	0.272817714	2.746154466	2.338662196	0.818671876	2.871116156	5.197446556	5.483475674	6.028450229	16.70937246	5.483475674	3.008503825	13.70086863	16.70937246	47	0.39	10.68092223																1821	ATP5C1	-0.666	1	0.973764718	0.999760855	0.978508192	0.973764718	-0.858766552	1.858766552	37014788161	3341	0.654814472
3295	3238	3253	3313	761	ATP5H	O75947;O75947-2	O75947;O75947-2	"ATP synthase subunit d, mitochondrial"	ATP5H	"sp|O75947|ATP5H_HUMAN ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD PE=1 SV=3;sp|O75947-2|ATP5H_HUMAN Isoform 2 of ATP synthase subunit d, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PD"	0	3	5	1	3	2	1	4	3	1	1	-0.314148677	-0.094991699	1.325964665	1.187346801	0.212731712	1.94830212	-0.971319195	-0.127202922	1.713334624	0.670865732	0.598389808	2.712197451	0.716123629	0.188919516	3.294934928	1.567196073	0.5878835	3.212969066	3.981452991	4.199978073	5.368048639	13.5494797	4.199978073	3.294934928	10.25454478	13.5494797	23	0.11	8.181431064																761	ATP5H	-0.871	1	0.753168308	0.982168383	0.616064244	0.616064244	-0.831487363	1.831487363	34896537983	3292	0.593212012
810	2017	574	683	5182	ATP6V0A1	Q93050-1;Q93050;Q93050-3	Q93050-1;Q93050;Q93050-3	V-type proton ATPase 116 kDa subunit a isoform 1	ATP6V0A1	sp|Q93050-1|VPP1_HUMAN Isoform 2 of V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1;sp|Q93050|VPP1_HUMAN V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens OX=9606 GN=ATP6V0A1 PE=1 SV=3;sp|Q93050-3|VPP1_HU	0	5	3	4	5	5	8	2	5	11	2	-0.225802269	-0.946308602	-0.892279379	0.057579152	0.115912756	-0.530370397	-0.185236494	0.053503435	-0.86877656	0.582519325	1.44970671	0.493953408	0.413644021	0.285738472	0.816262411	0.781113373	0.407177144	0.630857882	2.526179443	1.515644905	1.819148398	5.860972746	1.819148398	1.44970671	4.411266035	5.860972746	48	0.41	3.334793303																5182	ATP6V0A1	0.297	1	0.365853635	0.202782246	0.985525239	0.202782246	0.648574948	0.351425052	790748714.3	951	0.267614712
76	167	233	54	7514	ATP6V0A2	Q9Y487	Q9Y487	V-type proton ATPase 116 kDa subunit a isoform 2	ATP6V0A2	sp|Q9Y487|VPP2_HUMAN V-type proton ATPase 116 kDa subunit a isoform 2 OS=Homo sapiens OX=9606 GN=ATP6V0A2 PE=1 SV=2	0	2	3	3	3	2	5	3	1	3	1	-0.097896474	-0.06913542	-1.750090531	0.210645831	0.06218992	-0.728372837	0.252701961	0.205614013	-1.138923266	0.45461353	0.572533528	0.363857744	0.260577342	0.339461308	0.618259971	0.343174917	0.255066566	0.360711176	1.391004802	1.218298621	0.958952658	3.568256082	1.218298621	0.618259971	2.949996111	3.568256082	25	0.13	2.17725128																7514	ATP6V0A2	0.065	1	0.986820844	0.998999187	0.993071011	0.986820844	0.922538948	0.077461052	2101194.747	76	0.747411296
213	233	431	459	2400	ATP6V0D1	P61421	P61421	V-type proton ATPase subunit d 1	ATP6V0D1	sp|P61421|VA0D1_HUMAN V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1	0	5	4	7	1	5	3	5	3	2	1	-0.348567657	0.00282986	-1.071762375	-0.163707129	0.3427482	-0.63768011	0.218797922	0.172061453	-0.564385231	0.705284712	0.500568249	0.314470411	0.634930302	0.058903028	0.708952699	0.377078957	0.288619125	0.935249211	1.520323373	1.402786029	1.600947293	4.524056695	1.520323373	0.935249211	3.588807484	4.524056695	35	0.26	2.923109402																2400	ATP6V0D1	0.021	1	0.976700894	0.928792108	0.82761917	0.82761917	0.854652825	0.145347175	46094157.74	256	0.73960127
1860	1211	2283	1923	1851	ATP6V1A	P38606;P38606-2	P38606;P38606-2	V-type proton ATPase catalytic subunit A	ATP6V1A	sp|P38606|VATA_HUMAN V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2;sp|P38606-2|VATA_HUMAN Isoform 2 of V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A	0	13	15	23	13	19	19	17	16	20	13	-0.07723366	-0.006600035	-0.127854148	-0.188928765	-0.168709666	0.00703424	-0.107891602	-0.14367424	-0.123272324	0.433950716	0.509998144	1.258378639	0.660151938	0.570360894	1.353667048	0.703768481	0.604354819	1.376362118	2.202327498	2.58417988	2.684485417	7.470992795	2.58417988	1.376362118	6.094630677	7.470992795	155	0.84	4.786507378																1851	ATP6V1A	-0.006	1	-0.756702239	-0.643792573	-0.013097663	-0.756702239	-0.227779427	1.227779427	5316543100	1896	0.522510919
1564	1593	1850	1326	1495	ATP6V1B2	P21281;P15313	P21281	"V-type proton ATPase subunit B, brain isoform"	ATP6V1B2	"sp|P21281|VATB2_HUMAN V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3"	0	19	14	19	22	21	17	14	16	16	14	0.011544467	-0.188483588	-0.05953309	-0.22977877	-0.095797011	-0.175813181	-0.077464452	-0.144008762	-0.396758766	0.345172588	0.691881697	1.326699696	0.701001943	0.497448239	1.170819627	0.673341331	0.60468934	1.102875676	2.363753982	2.369269809	2.380906348	7.113930139	2.369269809	1.326699696	5.787230443	7.113930139	158	0.84	4.733023791																1495	ATP6V1B2	0.013	1	-0.998557169	0.033303281	-0.086924421	-0.998557169	0.389533545	0.610466455	3907788300	1693	0.291297311
1710	1970	1767	1462	1496	ATP6V1C1	P21283	P21283	V-type proton ATPase subunit C 1	ATP6V1C1	sp|P21283|VATC1_HUMAN V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4	0	12	13	9	8	14	7	8	11	10	7	-0.118143912	-0.209853485	-0.067219283	-0.158710419	-0.006774291	-0.064124714	-0.080962848	-0.047257909	-0.220490162	0.474860967	0.713251594	1.319013503	0.629933592	0.408425519	1.282508094	0.676839726	0.507938487	1.27914428	2.507126064	2.320867205	2.463922493	7.291915762	2.463922493	1.319013503	5.972902259	7.291915762	92	0.68	4.784789698																1496	ATP6V1C1	-0.03	1	-0.519829868	-0.876295551	0.043959688	-0.876295551	0.105363892	0.894636108	5089207380	1863	0.086394458
2016	2044	2616	1201	7579	ATP6V1D	Q9Y5K8	Q9Y5K8	V-type proton ATPase subunit D	ATP6V1D	sp|Q9Y5K8|VATD_HUMAN V-type proton ATPase subunit D OS=Homo sapiens OX=9606 GN=ATP6V1D PE=1 SV=1	0	8	4	3	6	5	7	6	5	5	3	-0.058349044	-0.237430774	-0.002699674	-0.376248664	-0.336828124	-0.134080846	-0.048673771	0.184034095	-0.115039307	0.415066099	0.740828883	1.383533112	0.847471837	0.738479352	1.212551962	0.644550649	0.276646484	1.384595135	2.539428094	2.798503151	2.305792268	7.643723513	2.539428094	1.384595135	6.259128378	7.643723513	49	0.42	4.845220362																7579	ATP6V1D	-0.06	1	0.564781129	-0.999872596	-0.551536531	-0.999872596	-0.168754409	1.168754409	6421871905	2050	0.822606354
1614	1578	1396	1893	1822	ATP6V1E1	P36543;P36543-3;P36543-2	P36543;P36543-3;P36543-2	V-type proton ATPase subunit E 1	ATP6V1E1	sp|P36543|VATE1_HUMAN V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1 PE=1 SV=1;sp|P36543-3|VATE1_HUMAN Isoform 3 of V-type proton ATPase subunit E 1 OS=Homo sapiens OX=9606 GN=ATP6V1E1;sp|P36543-2|VATE1_HUMAN Isoform 2 of V-type proto	0	10	14	8	9	10	12	8	7	10	7	-0.110532611	-0.093342411	-0.094410695	-0.028907485	-0.020674347	-0.129201835	-0.173112346	0.010218324	-0.047780829	0.467249666	0.596740519	1.291822092	0.500130658	0.422325575	1.217430973	0.768989225	0.450462255	1.451853613	2.355812277	2.139887206	2.671305092	7.167004575	2.355812277	1.451853613	5.715150962	7.167004575	88	0.66	4.495699483																1822	ATP6V1E1	0.027	1	-0.389351774	0.966605398	-0.140302567	-0.389351774	0.134476586	0.865523414	4170066984	1736	0.118177529
1187	1118	793	1974	3435	ATP6V1F	Q16864;Q16864-2	Q16864;Q16864-2	V-type proton ATPase subunit F	ATP6V1F	sp|Q16864|VATF_HUMAN V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2;sp|Q16864-2|VATF_HUMAN Isoform 2 of V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F	0	5	1	4	3	3	4	2	2	2	1	-0.000604385	0.003343784	-0.079158897	0.308653715	-0.07146456	-0.255104223	0.234008691	-0.443737011	-0.057845453	0.357321441	0.500054325	1.30707389	0.162569458	0.473115788	1.091528585	0.361868187	0.904417589	1.441788989	2.164449655	1.727213831	2.708074766	6.599738252	2.164449655	1.441788989	5.157949263	6.599738252	26	0.15	3.891663486																3435	ATP6V1F	0.025	1	0.721661251	-0.122065782	0.598979616	-0.122065782	0.313216319	0.686783681	1750097076	1256	0.07427028
1322	1356	1663	1139	652	ATP6V1G1	O75348;O95670-2;O95670	O75348	V-type proton ATPase subunit G 1	ATP6V1G1	sp|O75348|VATG1_HUMAN V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3	0	5	7	4	3	7	6	4	5	5	3	-0.152045819	-0.132003256	-0.265748118	-0.187811081	-0.113642584	-0.251329655	0.076953139	-0.040686377	-0.261216264	0.508762875	0.635401364	1.120484669	0.659034253	0.515293812	1.095303153	0.518923739	0.501366956	1.238418178	2.264648908	2.269631218	2.258708873	6.792988999	2.264648908	1.238418178	5.554570821	6.792988999	46	0.38	4.523357781																652	ATP6V1G1	0.027	1	0.909446796	0.882759857	0.607460569	0.607460569	0.772141786	0.227858214	2568476892	1444	0.438147835
1256	1951	903	1314	7116	ATP6V1H	Q9UI12-2;Q9UI12	Q9UI12-2;Q9UI12	V-type proton ATPase subunit H	ATP6V1H	sp|Q9UI12-2|VATH_HUMAN Isoform 2 of V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H;sp|Q9UI12|VATH_HUMAN V-type proton ATPase subunit H OS=Homo sapiens OX=9606 GN=ATP6V1H PE=1 SV=1	0	6	12	12	7	7	9	7	12	8	6	-0.02521338	-0.205605013	0.020761563	0.169956486	0.147532513	-0.078813722	0.040991402	0.057153422	-0.086641869	0.381930435	0.709003122	1.406994349	0.301266687	0.254118714	1.267819086	0.554885476	0.403527156	1.412992573	2.497927906	1.823204488	2.371405206	6.6925376	2.371405206	1.412992573	5.279545026	6.6925376	80	0.63	4.194609694																7116	ATP6V1H	-0.004	1	-0.593465356	-0.730936926	0.983058127	-0.730936926	0.326362769	0.673637231	2314943443	1391	0.752840186
633	986	425	878	2719	ATP7A	Q04656-5;Q04656;Q04656-2;Q04656-3;Q04656-4;P35670-2;P35670-3;P35670-4;P35670	Q04656-5;Q04656;Q04656-2;Q04656-3	Copper-transporting ATPase 1	ATP7A	sp|Q04656-5|ATP7A_HUMAN Isoform 5 of Copper-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP7A;sp|Q04656|ATP7A_HUMAN Copper-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP7A PE=1 SV=4;sp|Q04656-2|ATP7A_HUMAN Isoform 1 of Copper-transporting ATPase	0	14	26	24	14	22	12	12	24	15	12	0.635466707	0.119103299	0.054882324	0.582016866	-0.265510419	-0.726181458	0.287603437	-0.230077908	-0.474110882	0.278749651	0.38429481	1.441115111	0.110793693	0.667161647	0.62045135	0.308273442	0.690758486	1.02552356	2.104159572	1.39840669	2.024555488	5.527121749	2.024555488	1.441115111	4.086006639	5.527121749	163	0.85	3.422962178																2719	ATP7A	0.656	1	0.968055786	0.976326342	0.999373012	0.968055786	0.610494116	0.389505884	367925900.9	711	0.925412019
475	832	747	358	748	ATRN	O75882;O75882-2;Q5VV63	O75882;O75882-2	Attractin	ATRN	sp|O75882|ATRN_HUMAN Attractin OS=Homo sapiens OX=9606 GN=ATRN PE=1 SV=2;sp|O75882-2|ATRN_HUMAN Isoform 2 of Attractin OS=Homo sapiens OX=9606 GN=ATRN	0	5	8	7	2	8	9	8	10	8	2	0.65290045	0.299049765	0.148236181	0.855164899	-0.170558047	-0.610019625	0.807567125	-0.033247471	-0.70600178	0.296183395	0.204348344	1.534468967	0.383941726	0.572209275	0.736613183	0.211690246	0.493928049	0.793632662	2.035000706	1.692764185	1.499250958	5.227015848	1.692764185	1.534468967	3.692546881	5.227015848	65	0.54	3.192015142																748	ATRN	0.577	1	0.999999278	0.986547148	0.986742888	0.986547148	0.705725298	0.294274702	222498432.8	578	0.760035537
