Obs ID (Primary)	Obs ID ($ClassID)	Obs ID (Lead gene name)	Obs ID (Protein names)	Obs ID (Gene names)	Obs ID (Fasta headers)	Obs ID (Obs. Sec. ID:5)	Obs ID (Annotation Organelles)	Obs ID (Min Ratio count)	Class	M1.t[1]	M1.t[2]
2339		MTPN	Myotrophin	MTPN	sp|P58546|MTPN_HUMAN Myotrophin OS=Homo sapiens OX=9606 GN=MTPN PE=1 SV=2			1	---	-0.602336	0.773769
2002		GCLM	Glutamate--cysteine ligase regulatory subunit	GCLM	sp|P48507|GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1;sp|P48507-2|GSH0_HUMAN Isoform 2 of Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM			3	---	0.791475	-0.206785
1974		UTRN	Utrophin	UTRN	sp|P46939|UTRO_HUMAN Utrophin OS=Homo sapiens OX=9606 GN=UTRN PE=1 SV=2			42	---	1.84798	-1.03723
5002		TRAPPC12	Trafficking protein particle complex subunit 12	TRAPPC12	sp|Q8WVT3|TPC12_HUMAN Trafficking protein particle complex subunit 12 OS=Homo sapiens OX=9606 GN=TRAPPC12 PE=1 SV=3			1	---	0.0453814	-0.716442
6194		HDHD2	Haloacid dehalogenase-like hydrolase domain-containing protein 2	HDHD2	sp|Q9H0R4|HDHD2_HUMAN Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=HDHD2 PE=1 SV=1;sp|Q9H0R4-2|HDHD2_HUMAN Isoform 2 of Haloacid dehalogenase-like hydrolase domain-containing protein 2 OS=Homo sapiens OX=9606			2	---	0.134371	1.17184
1689		RPL12	60S ribosomal protein L12	RPL12	sp|P30050|RL12_HUMAN 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1;sp|P30050-2|RL12_HUMAN Isoform 2 of 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12			5	---	-1.2131	1.14337
164		EXOC5	Exocyst complex component 5	EXOC5	sp|O00471|EXOC5_HUMAN Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1			9	---	1.14093	0.332706
1184		CD3G	T-cell surface glycoprotein CD3 gamma chain	CD3G	sp|P09693|CD3G_HUMAN T-cell surface glycoprotein CD3 gamma chain OS=Homo sapiens OX=9606 GN=CD3G PE=1 SV=1			6	---	3.13526	-1.14772
4323		SKAP1	Src kinase-associated phosphoprotein 1	SKAP1	sp|Q86WV1|SKAP1_HUMAN Src kinase-associated phosphoprotein 1 OS=Homo sapiens OX=9606 GN=SKAP1 PE=1 SV=3			9	---	1.58211	-1.4932
2481		RPS28	40S ribosomal protein S28	RPS28	sp|P62857|RS28_HUMAN 40S ribosomal protein S28 OS=Homo sapiens OX=9606 GN=RPS28 PE=1 SV=1			5	---	-2.60267	0.178613
1247		EPB41	Protein 4.1	EPB41	sp|P11171-2|41_HUMAN Isoform 2 of Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41;sp|P11171|41_HUMAN Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41 PE=1 SV=4;sp|P11171-5|41_HUMAN Isoform 5 of Protein 4.1 OS=Homo sapiens OX=9606 GN=EPB41;sp|P11171-3|41_HUMAN Iso			27	---	1.76169	-0.680371
4429		UBR2	E3 ubiquitin-protein ligase UBR2	UBR2	sp|Q8IWV8-4|UBR2_HUMAN Isoform 4 of E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens OX=9606 GN=UBR2;sp|Q8IWV8|UBR2_HUMAN E3 ubiquitin-protein ligase UBR2 OS=Homo sapiens OX=9606 GN=UBR2 PE=1 SV=1			3	---	-0.38017	0.551113
2162		ADCY7	Adenylate cyclase type 7	ADCY7	sp|P51828|ADCY7_HUMAN Adenylate cyclase type 7 OS=Homo sapiens OX=9606 GN=ADCY7 PE=1 SV=1			7	---	2.05807	-0.798326
518		AQR	Intron-binding protein aquarius	AQR	sp|O60306|AQR_HUMAN RNA helicase aquarius OS=Homo sapiens OX=9606 GN=AQR PE=1 SV=4			2	---	-1.62666	0.824314
3088		UBAP2L	Ubiquitin-associated protein 2-like	UBAP2L	sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2;sp|Q14157-5|UBP2L_HUMAN Isoform 5 of Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L;sp|Q14157-1|UBP2L_HUMAN Isoform 2 of Ubiquitin-			3	---	-2.4832	0.750298
2657		HMGCS1	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	HMGCS1	sp|Q01581|HMCS1_HUMAN Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2			9	---	-0.45782	-0.630331
4854		SHKBP1	SH3KBP1-binding protein 1	SHKBP1	sp|Q8TBC3|SHKB1_HUMAN SH3KBP1-binding protein 1 OS=Homo sapiens OX=9606 GN=SHKBP1 PE=1 SV=2			2	---	0.29097	-1.84865
7406		RCL1	RNA 3-terminal phosphate cyclase-like protein	RCL1	sp|Q9Y2P8|RCL1_HUMAN RNA 3-terminal phosphate cyclase-like protein OS=Homo sapiens OX=9606 GN=RCL1 PE=1 SV=3			2	---	-0.823653	0.0983537
2122		FXR1	Fragile X mental retardation syndrome-related protein 1	FXR1	sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3;sp|P51114-3|FXR1_HUMAN Isoform 3 of Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1			4	---	-2.67441	0.314342
7551		RNF114	E3 ubiquitin-protein ligase RNF114	RNF114	sp|Q9Y508|RN114_HUMAN E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens OX=9606 GN=RNF114 PE=1 SV=1;sp|Q9Y508-2|RN114_HUMAN Isoform 2 of E3 ubiquitin-protein ligase RNF114 OS=Homo sapiens OX=9606 GN=RNF114			6	---	0.49858	0.888005
1252		PYGB	Glycogen phosphorylase, brain form	PYGB	sp|P11216|PYGB_HUMAN Glycogen phosphorylase, brain form OS=Homo sapiens OX=9606 GN=PYGB PE=1 SV=5			8	---	-1.90931	1.06802
573		PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase	PFKFB2	sp|O60825-2|F262_HUMAN Isoform 2 of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2;sp|O60825|F262_HUMAN 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2 PE=1 SV=2			1	---	-1.5005	-0.52662
2438		RPS16	40S ribosomal protein S16	RPS16	sp|P62249|RS16_HUMAN 40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2			8	---	-1.85199	1.40152
5738		KIF2C	Kinesin-like protein KIF2C	KIF2C	sp|Q99661|KIF2C_HUMAN Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2;sp|Q99661-2|KIF2C_HUMAN Isoform 2 of Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C			9	---	-1.84712	-0.024664
3336		TRIP6	Thyroid receptor-interacting protein 6	TRIP6	sp|Q15654|TRIP6_HUMAN Thyroid receptor-interacting protein 6 OS=Homo sapiens OX=9606 GN=TRIP6 PE=1 SV=3			2	---	1.51848	-0.707344
5141		DDX17	Probable ATP-dependent RNA helicase DDX17	DDX17	sp|Q92841|DDX17_HUMAN Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17 PE=1 SV=2;sp|Q92841-1|DDX17_HUMAN Isoform 2 of Probable ATP-dependent RNA helicase DDX17 OS=Homo sapiens OX=9606 GN=DDX17;sp|Q92841-3|DDX17_HUMAN Isoform 4 of			14	---	-0.891837	2.44811
2411		B2M	Beta-2-microglobulin;Beta-2-microglobulin form pI 5.3	B2M	sp|P61769|B2MG_HUMAN Beta-2-microglobulin OS=Homo sapiens OX=9606 GN=B2M PE=1 SV=1			1	---	2.34951	-1.24289
578		DKC1	H/ACA ribonucleoprotein complex subunit 4	DKC1	sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3;sp|O60832-2|DKC1_HUMAN Isoform 3 of H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1			5	---	0.033689	2.64914
3781		MBLAC2	Metallo-beta-lactamase domain-containing protein 2	MBLAC2	sp|Q68D91|MBLC2_HUMAN Metallo-beta-lactamase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MBLAC2 PE=1 SV=3;sp|Q68D91-2|MBLC2_HUMAN Isoform 2 of Metallo-beta-lactamase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MBLAC2			14	---	1.8951	-0.197306
3447		HNRNPUL2	Heterogeneous nuclear ribonucleoprotein U-like protein 2	HNRNPUL2	sp|Q1KMD3|HNRL2_HUMAN Heterogeneous nuclear ribonucleoprotein U-like protein 2 OS=Homo sapiens OX=9606 GN=HNRNPUL2 PE=1 SV=1			3	---	-0.0954378	1.49338
1337		HNRNPL	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2;sp|P14866-2|HNRPL_HUMAN Isoform 2 of Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL			19	---	-1.95565	2.43062
6549		OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP	sp|Q9NPF4|OSGEP_HUMAN Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens OX=9606 GN=OSGEP PE=1 SV=1			2	---	-1.99373	1.15885
5990		ACAT2	Acetyl-CoA acetyltransferase, cytosolic	ACAT2	sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2;sp|Q9BWD1-2|THIC_HUMAN Isoform 2 of Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2			20	---	0.131675	-0.585598
1869		ARL1	ADP-ribosylation factor-like protein 1	ARL1	sp|P40616|ARL1_HUMAN ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1 PE=1 SV=1;sp|P40616-2|ARL1_HUMAN Isoform 2 of ADP-ribosylation factor-like protein 1 OS=Homo sapiens OX=9606 GN=ARL1			1	---	1.36476	0.311925
5412		SIPA1	Signal-induced proliferation-associated protein 1	SIPA1	sp|Q96FS4|SIPA1_HUMAN Signal-induced proliferation-associated protein 1 OS=Homo sapiens OX=9606 GN=SIPA1 PE=1 SV=1			9	---	1.57539	-2.0061
3123		CAPRIN1	Caprin-1	CAPRIN1	sp|Q14444-2|CAPR1_HUMAN Isoform 2 of Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1;sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2			3	---	-3.00708	0.611279
2182		POLR2J	DNA-directed RNA polymerase II subunit RPB11-a;DNA-directed RNA polymerase II subunit RPB11-b2	POLR2J;POLR2J3	sp|P52435|RPB11_HUMAN DNA-directed RNA polymerase II subunit RPB11-a OS=Homo sapiens OX=9606 GN=POLR2J PE=1 SV=1;sp|Q9H1A7|RPB1C_HUMAN DNA-directed RNA polymerase II subunit RPB11-b2 OS=Homo sapiens OX=9606 GN=POLR2J3 PE=3 SV=1			1	---	-0.424798	2.27215
2703		ACY1	Aminoacylase-1	ACY1	sp|Q03154|ACY1_HUMAN Aminoacylase-1 OS=Homo sapiens OX=9606 GN=ACY1 PE=1 SV=1;sp|Q03154-2|ACY1_HUMAN Isoform 2 of Aminoacylase-1 OS=Homo sapiens OX=9606 GN=ACY1;sp|Q03154-4|ACY1_HUMAN Isoform 4 of Aminoacylase-1 OS=Homo sapiens OX=9606 GN=ACY1;sp|Q03154-3|			2	---	-0.587142	0.217152
1207		U2AF1	Splicing factor U2AF 35 kDa subunit	U2AF1	sp|P0DN76|U2AF5_HUMAN Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens OX=9606 GN=U2AF1L5 PE=1 SV=1;sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens OX=9606 GN=U2AF1 PE=1 SV=3;sp|Q01081-4|U2AF1_HUMAN Isoform 4 of Sp			3	---	-1.37191	1.83552
5505		COG3	Conserved oligomeric Golgi complex subunit 3	COG3	sp|Q96JB2|COG3_HUMAN Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens OX=9606 GN=COG3 PE=1 SV=3			1	---	0.494575	2.49351
4743		LSM14A	Protein LSM14 homolog A	LSM14A	sp|Q8ND56|LS14A_HUMAN Protein LSM14 homolog A OS=Homo sapiens OX=9606 GN=LSM14A PE=1 SV=3;sp|Q8ND56-2|LS14A_HUMAN Isoform 2 of Protein LSM14 homolog A OS=Homo sapiens OX=9606 GN=LSM14A;sp|Q8ND56-3|LS14A_HUMAN Isoform 3 of Protein LSM14 homolog A OS=Homo sa			1	---	-0.38411	0.759973
3783		LMBRD2	LMBR1 domain-containing protein 2	LMBRD2	sp|Q68DH5|LMBD2_HUMAN G-protein coupled receptor-associated protein LMBRD2 OS=Homo sapiens OX=9606 GN=LMBRD2 PE=1 SV=1			3	---	2.14163	1.78407
4925		RAPGEF6	Rap guanine nucleotide exchange factor 6	RAPGEF6	sp|Q8TEU7|RPGF6_HUMAN Rap guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=RAPGEF6 PE=1 SV=2;sp|Q8TEU7-4|RPGF6_HUMAN Isoform 4 of Rap guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=RAPGEF6;sp|Q8TEU7-5|RPGF6_HUMAN Isoform 5 o			9	---	1.29068	-1.00308
1006		TRBC1	T-cell receptor beta-1 chain C region;T-cell receptor beta-2 chain C region	TRBC1;TRBC2	sp|P01850|TRBC1_HUMAN T cell receptor beta constant 1 OS=Homo sapiens OX=9606 GN=TRBC1 PE=1 SV=4;sp|P0DSE2|TRBR1_HUMAN M1-specific T cell receptor beta chain OS=Homo sapiens OX=9606 GN=TRB PE=1 SV=1;sp|A0A5B9|TRBC2_HUMAN T cell receptor beta constant 2 OS=			6	---	3.05904	-0.488997
1146		PTPRC	Receptor-type tyrosine-protein phosphatase C	PTPRC	sp|P08575-4|PTPRC_HUMAN Isoform 2 of Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC;sp|P08575-9|PTPRC_HUMAN Isoform 7 of Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC;sp|P08575-10|PTPRC_HUMAN I			61	---	1.93827	-0.736473
430		DENR	Density-regulated protein	DENR	sp|O43583|DENR_HUMAN Density-regulated protein OS=Homo sapiens OX=9606 GN=DENR PE=1 SV=2			4	---	1.26976	2.48919
1380		NCK1	Cytoplasmic protein NCK1	NCK1	sp|P16333|NCK1_HUMAN Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1 PE=1 SV=1;sp|P16333-2|NCK1_HUMAN Isoform 2 of Cytoplasmic protein NCK1 OS=Homo sapiens OX=9606 GN=NCK1			8	---	2.50384	-0.0481456
5679		PPP1R16B	Protein phosphatase 1 regulatory inhibitor subunit 16B	PPP1R16B	sp|Q96T49|PP16B_HUMAN Protein phosphatase 1 regulatory inhibitor subunit 16B OS=Homo sapiens OX=9606 GN=PPP1R16B PE=1 SV=1;sp|Q96T49-2|PP16B_HUMAN Isoform 2 of Protein phosphatase 1 regulatory inhibitor subunit 16B OS=Homo sapiens OX=9606 GN=PPP1R16B			2	---	2.83008	-0.828208
2251		PRKAG1	5-AMP-activated protein kinase subunit gamma-1	PRKAG1	sp|P54619|AAKG1_HUMAN 5-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens OX=9606 GN=PRKAG1 PE=1 SV=1;sp|P54619-2|AAKG1_HUMAN Isoform 2 of 5-AMP-activated protein kinase subunit gamma-1 OS=Homo sapiens OX=9606 GN=PRKAG1;sp|P54619-3|AAKG1_HUMAN			11	---	2.36128	-0.554249
3530		PDCD4	Programmed cell death protein 4	PDCD4	sp|Q53EL6-2|PDCD4_HUMAN Isoform 2 of Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4;sp|Q53EL6|PDCD4_HUMAN Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2			5	---	-2.67341	0.0835836
1856		RPL3	60S ribosomal protein L3	RPL3	sp|P39023|RL3_HUMAN 60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2			17	---	0.312172	2.9624
6610		MBNL1	Muscleblind-like protein 1	MBNL1	sp|Q9NR56|MBNL1_HUMAN Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1 PE=1 SV=2;sp|Q9NR56-7|MBNL1_HUMAN Isoform 7 of Muscleblind-like protein 1 OS=Homo sapiens OX=9606 GN=MBNL1			1	---	-1.34034	0.202534
2811		GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2;Polypeptide N-acetylgalactosaminyltransferase 2 soluble form	GALNT2	sp|Q10471|GALT2_HUMAN Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1			5	---	2.26318	2.68757
1936		SYK	Tyrosine-protein kinase SYK	SYK	sp|P43405-2|KSYK_HUMAN Isoform Short of Tyrosine-protein kinase SYK OS=Homo sapiens OX=9606 GN=SYK;sp|P43405|KSYK_HUMAN Tyrosine-protein kinase SYK OS=Homo sapiens OX=9606 GN=SYK PE=1 SV=1			8	---	2.4208	-0.473988
7569		NME7	Nucleoside diphosphate kinase 7	NME7	sp|Q9Y5B8|NDK7_HUMAN Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7 PE=1 SV=1;sp|Q9Y5B8-2|NDK7_HUMAN Isoform 2 of Nucleoside diphosphate kinase 7 OS=Homo sapiens OX=9606 GN=NME7			3	---	-1.55501	-0.211072
6478		EML4	Echinoderm microtubule-associated protein-like 4	EML4	sp|Q9HC35|EMAL4_HUMAN Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4 PE=1 SV=3;sp|Q9HC35-2|EMAL4_HUMAN Isoform 2 of Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens OX=9606 GN=EML4			3	---	0.0692924	2.34491
2470		RPS6	40S ribosomal protein S6	RPS6	sp|P62753|RS6_HUMAN 40S ribosomal protein S6 OS=Homo sapiens OX=9606 GN=RPS6 PE=1 SV=1			6	---	1.40356	2.73639
5993		RBM4	RNA-binding protein 4	RBM4	sp|Q9BWF3|RBM4_HUMAN RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4 PE=1 SV=1;sp|Q9BWF3-4|RBM4_HUMAN Isoform 4 of RNA-binding protein 4 OS=Homo sapiens OX=9606 GN=RBM4;sp|Q9BWF3-3|RBM4_HUMAN Isoform 3 of RNA-binding protein 4 OS=Homo sapiens OX=9606			2	---	-2.44074	0.777396
98		NACA	Nascent polypeptide-associated complex subunit alpha;Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NACA	sp|Q13765|NACA_HUMAN Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1;sp|E9PAV3-2|NACAM_HUMAN Isoform skNAC-2 of Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=960			4	---	-2.40256	-0.0268218
2605		VLDLR	Very low-density lipoprotein receptor	VLDLR	sp|P98155-2|VLDLR_HUMAN Isoform Short of Very low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=VLDLR;sp|P98155|VLDLR_HUMAN Very low-density lipoprotein receptor OS=Homo sapiens OX=9606 GN=VLDLR PE=1 SV=1			1	---	1.4441	-0.296331
2444		RPS18	40S ribosomal protein S18	RPS18	sp|P62269|RS18_HUMAN 40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3			10	---	-2.18995	1.09517
4204		SPRED2	Sprouty-related, EVH1 domain-containing protein 2	SPRED2	sp|Q7Z698|SPRE2_HUMAN Sprouty-related, EVH1 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SPRED2 PE=1 SV=2;sp|Q7Z698-2|SPRE2_HUMAN Isoform 2 of Sprouty-related, EVH1 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SPRED2			2	---	2.36087	-0.955165
5689		TCF12	Transcription factor 12	TCF12	sp|Q99081-3|HTF4_HUMAN Isoform 3 of Transcription factor 12 OS=Homo sapiens OX=9606 GN=TCF12;sp|Q99081|HTF4_HUMAN Transcription factor 12 OS=Homo sapiens OX=9606 GN=TCF12 PE=1 SV=1;sp|Q99081-4|HTF4_HUMAN Isoform 4 of Transcription factor 12 OS=Homo sapiens			1	---	-1.79382	-0.80449
5900		LRRC1	Leucine-rich repeat-containing protein 1	LRRC1	sp|Q9BTT6|LRRC1_HUMAN Leucine-rich repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=LRRC1 PE=1 SV=1;sp|Q9BTT6-2|LRRC1_HUMAN Isoform 2 of Leucine-rich repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=LRRC1			3	---	1.00391	-0.839692
7319		PLCL2	Inactive phospholipase C-like protein 2	PLCL2	sp|Q9UPR0|PLCL2_HUMAN Inactive phospholipase C-like protein 2 OS=Homo sapiens OX=9606 GN=PLCL2 PE=1 SV=2;sp|Q9UPR0-3|PLCL2_HUMAN Isoform 3 of Inactive phospholipase C-like protein 2 OS=Homo sapiens OX=9606 GN=PLCL2;sp|Q9UPR0-2|PLCL2_HUMAN Isoform 2 of Inac			5	---	1.65752	-0.619854
1778		PFN2	Profilin-2	PFN2	sp|P35080|PROF2_HUMAN Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3			1	---	1.75381	0.120596
278		PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	PPP1R12A	sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1;sp|O14974-3|MYPT1_HUMAN Isoform 3 of Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A;sp|O14974-2|MYPT1_HUMAN I			15	---	-2.55021	-0.456693
2903		HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0	HNRNPA0	sp|Q13151|ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens OX=9606 GN=HNRNPA0 PE=1 SV=1			1	---	-2.59134	0.410722
4302		HOOK3	Protein Hook homolog 3	HOOK3	sp|Q86VS8|HOOK3_HUMAN Protein Hook homolog 3 OS=Homo sapiens OX=9606 GN=HOOK3 PE=1 SV=2			4	---	-0.999855	0.940374
2235		IST1	IST1 homolog	IST1	sp|P53990|IST1_HUMAN IST1 homolog OS=Homo sapiens OX=9606 GN=IST1 PE=1 SV=1;sp|P53990-4|IST1_HUMAN Isoform 4 of IST1 homolog OS=Homo sapiens OX=9606 GN=IST1;sp|P53990-2|IST1_HUMAN Isoform 2 of IST1 homolog OS=Homo sapiens OX=9606 GN=IST1;sp|P53990-5|IST1_H			5	---	2.13255	2.09788
1864		TXLNA	Alpha-taxilin	TXLNA	sp|P40222|TXLNA_HUMAN Alpha-taxilin OS=Homo sapiens OX=9606 GN=TXLNA PE=1 SV=3			4	---	-0.680957	1.52099
7377		ASF1A	Histone chaperone ASF1A	ASF1A	sp|Q9Y294|ASF1A_HUMAN Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1			2	---	-1.92506	0.599707
1438		RCC1	Regulator of chromosome condensation	RCC1	sp|P18754|RCC1_HUMAN Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;sp|P18754-2|RCC1_HUMAN Isoform 2 of Regulator of chromosome condensation OS=Homo sapiens OX=9606 GN=RCC1			5	---	-0.336656	1.94777
3181		LASP1	LIM and SH3 domain protein 1	LASP1	sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2;sp|Q14847-2|LASP1_HUMAN Isoform 2 of LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1;sp|Q14847-3|LASP1_HUMAN Isoform 3 of LIM and SH3 domain protein			18	---	-1.40083	-2.26599
6925		RNF181	E3 ubiquitin-protein ligase RNF181	RNF181	sp|Q9P0P0|RN181_HUMAN E3 ubiquitin-protein ligase RNF181 OS=Homo sapiens OX=9606 GN=RNF181 PE=1 SV=1			1	---	-0.402045	0.139223
2511		RPL38	60S ribosomal protein L38	RPL38	sp|P63173|RL38_HUMAN 60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2			1	---	-2.74448	1.12193
5627		PANX1	Pannexin-1	PANX1	sp|Q96RD7|PANX1_HUMAN Pannexin-1 OS=Homo sapiens OX=9606 GN=PANX1 PE=1 SV=4;sp|Q96RD7-2|PANX1_HUMAN Isoform 2 of Pannexin-1 OS=Homo sapiens OX=9606 GN=PANX1			1	---	1.08671	-0.642304
869		CELF2	CUGBP Elav-like family member 2	CELF2	sp|O95319-5|CELF2_HUMAN Isoform 5 of CUGBP Elav-like family member 2 OS=Homo sapiens OX=9606 GN=CELF2;sp|O95319-2|CELF2_HUMAN Isoform 2 of CUGBP Elav-like family member 2 OS=Homo sapiens OX=9606 GN=CELF2;sp|O95319|CELF2_HUMAN CUGBP Elav-like family member			3	---	-0.751914	2.48165
2175		KPNA1	Importin subunit alpha-5;Importin subunit alpha-5, N-terminally processed	KPNA1	sp|P52294|IMA5_HUMAN Importin subunit alpha-5 OS=Homo sapiens OX=9606 GN=KPNA1 PE=1 SV=3			4	---	-1.21685	-0.00881354
2975		MYO9B	Unconventional myosin-IXb	MYO9B	sp|Q13459-2|MYO9B_HUMAN Isoform Short of Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B;sp|Q13459|MYO9B_HUMAN Unconventional myosin-IXb OS=Homo sapiens OX=9606 GN=MYO9B PE=1 SV=3			15	---	1.03521	-1.13332
2387		ACTR1A	Alpha-centractin	ACTR1A	sp|P61163|ACTZ_HUMAN Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1			8	---	-2.23739	0.759122
400		HNRNPR	Heterogeneous nuclear ribonucleoprotein R	HNRNPR	sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1;sp|O43390-3|HNRPR_HUMAN Isoform 3 of Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR			19	---	-1.1465	2.19503
